0.000050	98987806941725723721728.000000	33255568444050982830080.000000	14383352436168148910080.000000	7024604661285466931200.000000	3675386203617790263296.000000	1990784899426779660288.000000	1029741026969304956928.000000	542554136602207387648.000000	290168286712403591168.000000	156794236135712948224.000000	85068386053806440448.000000	46254636297785720832.000000	25430695261364363264.000000	14186806062219849728.000000	8037310299971722240.000000	4668231792419211264.000000	2784564737807038464.000000	1730409809088097536.000000	1116068735135465088.000000	757179279193751552.000000	534281376150300864.000000	393614244631739264.000000	292878742035927488.000000	222800931746151776.000000	170113529734101056.000000	131887021498060032.000000	101451586220481072.000000	79250425838549696.000000	61537311855873400.000000	48550142891256312.000000	38446463634424360.000000	31132846078470168.000000	25499669471271224.000000	21368400519198636.000000	18974542324505892.000000	17043394999750438.000000	15059180700636710.000000	13293900733314070.000000	11576950657980246.000000	10071896953907968.000000	8526963998298151.000000	7223155713620773.000000	6093519983751909.000000	4550277932037027.000000	3020115920910839.500000	1941039440325640.250000	2875178478431086575616.000000	
0.000055	95836169917801628172288.000000	34414229241529255329792.000000	15393370670045568434176.000000	7687180610158304690176.000000	4091355830918009323520.000000	2250353699365647548416.000000	1195218663035815591936.000000	643574926930636177408.000000	350952739960248270848.000000	193193876689140088832.000000	106797932536767873024.000000	59198305230388404224.000000	33104952656159457280.000000	18739900150409490432.000000	10748362657691529216.000000	6295567450117414912.000000	3771414201150308352.000000	2338723027705326080.000000	1498581188364557824.000000	1004125936852920448.000000	697483333754045184.000000	504571657986363136.000000	369418178794204800.000000	276528163213757408.000000	208437451397406464.000000	159605659297196096.000000	121593568960361952.000000	94119126427040576.000000	72563561065736752.000000	56875955659813344.000000	44809452741438736.000000	36129422322191256.000000	29492495780890228.000000	24652161050032336.000000	21866469552391092.000000	19625687737872096.000000	17329943043145460.000000	15277335041674744.000000	13292812497360740.000000	11540987757911558.000000	9754804669376434.000000	8253137444444469.000000	6946402445605244.000000	5194843737259527.000000	3450629987457757.000000	2197528212522846.750000	3203074786631056621568.000000	
0.000060	92938672836775325466624.000000	35384698896275585630208.000000	16325115296460090376192.000000	8324305992948185563136.000000	4502400757443484188672.000000	2512423723788786466816.000000	1365264227668580106240.000000	749698656074123706368.000000	416154350874078019584.000000	233007163710888542208.000000	131011617837916176384.000000	73883523887057207296.000000	41967614441915490304.000000	24085252276026150912.000000	13978928503451379712.000000	8259560587237673984.000000	4974543169171590144.000000	3085129544434641920.000000	1969002414550432512.000000	1306925322068759808.000000	895999964852576512.000000	637823962099971968.000000	459939080598121536.000000	338968879779994560.000000	252210558761581120.000000	190719462069737248.000000	143848749119536624.000000	110306712898390832.000000	84415243089438944.000000	65722436255341896.000000	51503661109066784.000000	41339985338847640.000000	33624004106082760.000000	28025928076766836.000000	24818682470050952.000000	22244987026071068.000000	19618147122818016.000000	17261240462179758.000000	14995863675085992.000000	12985541318887204.000000	10949732803264802.000000	9245079888578468.000000	7757741806016744.000000	5798759861675178.000000	3842748242348660.000000	2419427119408460.000000	3538573651518805770240.000000	
0.000065	90270461072685238583296.000000	36195122424548427825152.000000	17182897138297110265856.000000	8934731844375661248512.000000	4906610174601888530432.000000	2775425398297697714176.000000	1538709949613945913344.000000	860115818563757015040.000000	485297819373531955200.000000	275988069726803230720.000000	157600362104169168896.000000	90275925962145742848.000000	52022109937315635200.000000	30242145368195559424.000000	17752078514871201792.000000	10581450640378075136.000000	6411308341443543040.000000	3982854141283185664.000000	2536907585649886208.000000	1672239882800655360.000000	1134292484315067648.000000	796262470493405952.000000	566242510846083904.000000	411207266858035264.000000	302064766872102976.000000	225584023193943136.000000	168407194977797376.000000	127909385156129776.000000	97135953481850272.000000	75105363945383280.000000	58530361733895584.000000	46758557009499320.000000	37884690102257312.000000	31478371374377856.000000	27818021363629056.000000	24886691911790384.000000	21908424212325280.000000	19230126393421032.000000	16670800783038352.000000	14391012293204612.000000	12098418014658184.000000	10186734247749048.000000	8516734078986475.000000	6352791944781102.000000	4189868433050791.500000	2603976011463196.000000	3881837767648315703296.000000	
0.000070	87809750260735537053696.000000	36869394017820881190912.000000	17971202309942862151680.000000	9517689293973531656192.000000	5302358096392822456320.000000	3037922059727206875136.000000	1714473879815219576832.000000	974048592982213001216.000000	557900482872620810240.000000	321867866320889774080.000000	186430504485590302720.000000	108320175187521961984.000000	63255591765826609152.000000	37218238855736418304.000000	22083135784849326080.000000	13277593644379545600.000000	8096143344669569024.000000	5043460199632150528.000000	3210986869758097408.000000	2106298600021408256.000000	1416637722460051456.000000	982718852319766528.000000	690126484473501824.000000	494344937738735296.000000	358653932171852160.000000	264574555373451776.000000	195474511439565696.000000	147034943566109824.000000	110777772308799296.000000	85046767613730160.000000	65895586242582496.000000	52383009549945928.000000	42268360782708232.000000	35001231332703640.000000	30854493923750540.000000	27539597319441856.000000	24189048945268664.000000	21172371697713120.000000	18306426254157788.000000	15747142161526206.000000	13191929531900176.000000	11070284701455430.000000	9216955008918790.000000	6851949258656148.000000	4489282386646742.500000	2751450035020973.000000	4232784724786586058752.000000	
0.000075	85536875168524987793408.000000	37427878706856079654912.000000	18694722991076522590208.000000	10072970192083413368832.000000	5688415213914268106752.000000	3298715995768096292864.000000	1891611549112775475200.000000	1090785325104665591808.000000	633496914487293116416.000000	370371489173958098944.000000	217353910538333618176.000000	127945756899008086016.000000	75642102290688327680.000000	45011101854259855360.000000	26980267488980021248.000000	16359566198426499072.000000	10040444573697015808.000000	6276664331141633024.000000	3998859538981896192.000000	2614740447339391488.000000	1747009068514137856.000000	1199880463561958912.000000	833329095814318080.000000	589464489304822144.000000	422631064930654464.000000	308072090036285440.000000	225263649801651136.000000	167797973437189696.000000	125398409079292016.000000	95573171062696224.000000	73608963794195296.000000	58214210669186880.000000	46771443375475840.000000	38588714787469528.000000	33920765233916136.000000	30195448293260132.000000	26451512162263592.000000	23079797918703312.000000	19895195713558700.000000	17047473357759336.000000	14225189417123180.000000	11891776498385300.000000	9855751023733330.000000	7294823006421051.000000	4741396764854700.000000	2864264056832422.000000	4591579487000039260160.000000	
0.000080	83434590987867578695680.000000	37887888563573098545152.000000	19358039783903317721088.000000	10600647112388801200128.000000	6063759354236665593856.000000	3556721647446863642624.000000	2069248583967643009024.000000	1209649456284108062720.000000	711626793008416686080.000000	421213542601423192064.000000	250207046055911948288.000000	149067015185580326912.000000	89142791526603358208.000000	53608290896752386048.000000	32444390290200453120.000000	19833964085707321344.000000	12252331426313070592.000000	7690104337346160640.000000	4906873157967728640.000000	3202453234683496448.000000	2128954213890159104.000000	1450201709245953024.000000	997466651222209024.000000	697587311664944640.000000	494619913505745024.000000	356444468066818048.000000	257982293584222720.000000	190311444847930304.000000	141055627407209840.000000	106711865259561440.000000	81681223423904048.000000	64254319980239472.000000	51391798535875328.000000	42236623548414448.000000	37011367061903840.000000	32848172164208676.000000	28689788420896896.000000	24946962934114084.000000	21432523737049556.000000	18288640625366592.000000	15196230116472612.000000	12650343091443680.000000	10433434113312172.000000	7682758157936582.000000	4948865144710605.000000	2946136383168647.000000	4958122390204130000896.000000	
0.000085	81487265021961923723264.000000	38264192859016364294144.000000	19965708556685939834880.000000	11101169256755204456448.000000	6427684446954045046784.000000	3811065138406285115392.000000	2246635940872837922816.000000	1330034030323220611072.000000	791858384162579283968.000000	474113979150127398912.000000	284820996393218998272.000000	171589246432676347904.000000	103709514886206685184.000000	62989353661408280576.000000	38470190291852214272.000000	23702851445447409664.000000	14736787460288356352.000000	9289330841934383104.000000	5940033709886333952.000000	3873489246893332992.000000	2565518689668689408.000000	1735843509214936064.000000	1183989992748071680.000000	819644313589329024.000000	575196156427295616.000000	410034903055066304.000000	293826215949831936.000000	214683020921968832.000000	157805267841720224.000000	118489868816242256.000000	90123623008007616.000000	70506421604974280.000000	56128425963655856.000000	45942065681216752.000000	40122428071367896.000000	35493595882232140.000000	30899990731482604.000000	26770735761406008.000000	22916258056973456.000000	19469749932668708.000000	16105479911109560.000000	13347437350773108.000000	10952469523086436.000000	8019000982413071.000000	5115725521927588.000000	3001355923841748.000000	5332555067795012845568.000000	
0.000090	79681152428571260616704.000000	38569367903458188853248.000000	20522041720476398518272.000000	11575134979063371792384.000000	6779632447590713262080.000000	4060965789319884701696.000000	2423084646922954211328.000000	1451367902265337446400.000000	873772725196623577088.000000	528791275861831450624.000000	321018801136651927552.000000	195407836188347465728.000000	119284662131264176128.000000	73125830269514661888.000000	45046105764200521728.000000	27963688166918565888.000000	17495547970960701440.000000	11077679529838714880.000000	7101881462631468032.000000	4630955908773535744.000000	3059155936077429760.000000	2058603465953063936.000000	1394132708567659776.000000	956438632054242944.000000	664861090510422528.000000	469143647733141696.000000	332966696467708032.000000	241006434526962912.000000	175695386936988384.000000	130929925027805616.000000	98945212776927616.000000	76972619566636480.000000	60980109594042848.000000	49702442335835248.000000	43250769231832328.000000	38128581634926992.000000	33079548341367884.000000	28549501200226024.000000	24345899051203360.000000	20591594458553720.000000	16954977645744590.000000	13986038423245588.000000	11416683788631832.000000	8307935637305858.000000	5246715043952771.000000	3034293214539826.500000	5714770494206992449536.000000	
0.000095	78003748132652331302912.000000	38814151430038578266112.000000	21031207407073334657024.000000	12023383090377535782912.000000	7119288645289990160384.000000	4305822178405374754816.000000	2598017481811002130432.000000	1573147851832897830912.000000	956985071591098810368.000000	584976818288537239552.000000	358624870467767173120.000000	220414221338989133824.000000	135804852836274208768.000000	83983469687503945728.000000	52155592994565857280.000000	32610007709619331072.000000	20527429842071769088.000000	13056406808191127552.000000	8394525102644393984.000000	5477003181394621440.000000	3611698351876708352.000000	2419885829940683776.000000	1628886522467940096.000000	1108628118138946560.000000	764030092138738432.000000	534021077181508032.000000	375546731667835520.000000	269359643728081696.000000	194765511700846112.000000	144050314213492528.000000	108152875740242768.000000	83654127261803376.000000	65945474761931816.000000	53515436880630256.000000	46393852511908592.000000	40750916513773528.000000	35226999727816168.000000	30282848990977256.000000	25722177676466436.000000	21656140502874128.000000	17747789349516702.000000	14570028943764484.000000	11830625302772428.000000	8554441516786546.000000	5346692013252481.000000	3049017885435256.500000	6104886807183804596224.000000	
0.000100	76444036114495475548160.000000	39007702384286730551296.000000	21497077203468061507584.000000	12446808567776890847232.000000	7446434437400423825408.000000	4545103397766152847360.000000	2770906198954983555072.000000	1694903594399862620160.000000	1041126689036017336320.000000	642405935226442743808.000000	397460820257998503936.000000	246494119188047265792.000000	153200275732554776576.000000	95522023110549880832.000000	59777067146408919040.000000	37631384176178208768.000000	23828288407960530944.000000	15224633260519206912.000000	9818578706785452032.000000	6412761458634778624.000000	4224301077686342144.000000	2820654386774583296.000000	1888963973972631040.000000	1276696859005257216.000000	873011532858777728.000000	604852364859428224.000000	421670136974217728.000000	299797134813817664.000000	215041274083922208.000000	157861109615802496.000000	117748720850834736.000000	90549425998256944.000000	71021664216276392.000000	57378021796374840.000000	49548908835325432.000000	43358499662109480.000000	37341242405750664.000000	31970874090925712.000000	27046400196826492.000000	22665906197944312.000000	18487430872406916.000000	15103643089318538.000000	12199048132635176.000000	8763441464172647.000000	5420305498208673.000000	3049155387894215.000000	6502778410859021467648.000000	
0.000105	74991936816364463849472.000000	39157846191950213939200.000000	21923333641704837218304.000000	12846458138079361236992.000000	7761040560398590279680.000000	4778431764175138062336.000000	2941323610532976525312.000000	1816230322227295027200.000000	1125866193367140270080.000000	700832087749627346944.000000	437354818981175951360.000000	273533560209818058752.000000	171398528250801324032.000000	107697643327222956032.000000	67885360178450546688.000000	43014287771392237568.000000	27391497804052287488.000000	17579598874896277504.000000	11373286553679355904.000000	7438395139517025280.000000	4897459779732942848.000000	3261434478274651648.000000	2174795263414582016.000000	1460951795296167168.000000	992004493215115392.000000	681756577402274560.000000	471401641295698240.000000	332350589014113152.000000	236535290759752480.000000	172365052473213024.000000	127730828510537008.000000	97654837003643936.000000	76204737904333920.000000	61286706137636032.000000	52713105107631664.000000	45949430674309336.000000	39421515589195536.000000	33614056415897960.000000	28320228562161500.000000	23623670529882512.000000	19177534364311400.000000	15591114973536532.000000	12526564609575496.000000	8939569127992270.000000	5471733625069566.000000	3037763603987638.000000	6908554835837668294656.000000	
0.000110	73638581125739884576768.000000	39271269206532204527616.000000	22313347909270596747264.000000	13223364136503833788416.000000	8063124189356342902784.000000	5005471853592804589568.000000	3108876356815331786752.000000	1936749111093390737408.000000	1210887256005531402240.000000	760014778902647275520.000000	478135266582357803008.000000	301415739620976295936.000000	190323129171849740288.000000	120462222377309405184.000000	76451440491934400512.000000	48741967119026585600.000000	31207894904729698304.000000	20116626311643766784.000000	13056490979814062080.000000	8553071379284159488.000000	5630980158158787584.000000	3742285363674722304.000000	2486504477688660480.000000	1661503088640406272.000000	1121083261197437696.000000	764774749414757888.000000	524757995152109568.000000	367022363910518272.000000	259242487311255296.000000	187554227003557120.000000	138090913848109696.000000	104962873987026896.000000	81488503697108816.000000	65236679977402712.000000	55882798033317968.000000	48521324995335904.000000	41466796190176640.000000	35212733356351484.000000	29545229355537000.000000	24532088811705116.000000	19821534647074524.000000	16036405708233800.000000	12817419927350564.000000	9087010654766190.000000	5504625828375793.000000	3017381815414840.000000	7322051700126056972288.000000	
0.000115	72375777109478557614080.000000	39353685870881879883776.000000	22670302589657647415296.000000	13578660282639033827328.000000	8352857609951021891584.000000	5226025274272362004480.000000	3273266121226657464320.000000	2056145442611262652416.000000	1295913429063513669632.000000	819735750157397262336.000000	519641349010601476096.000000	330027819003420344320.000000	209897868780312526848.000000	133766149822381604864.000000	85444136268376621056.000000	54795505493651570688.000000	35266412056334491648.000000	22829490655592624128.000000	14864842161120903168.000000	9755075729966733312.000000	6424040567367162880.000000	4262833948826546688.000000	2823928563870658560.000000	1878276030815643136.000000	1260205517976000512.000000	853876064012863616.000000	581712788493876992.000000	403789264498055168.000000	283142984022518720.000000	203412213951340576.000000	148815873904096384.000000	112463315914350400.000000	86865231678274992.000000	69222270762963880.000000	59053895829803544.000000	51071601903567808.000000	43475979426244976.000000	36767178281450544.000000	30722857247294224.000000	25393613624251892.000000	20422555193914500.000000	16443085867078108.000000	13075384019765860.000000	9209408727600870.000000	5522047767483591.000000	2990034682631870.500000	7743386964230868566016.000000	
0.000120	71196352225526469885952.000000	39409988836860775890944.000000	22997074041111790485504.000000	13913412200571263254528.000000	8630413507480059379712.000000	5439904808367251521536.000000	3434210096835045883904.000000	2174120430385021321216.000000	1380679132095621103616.000000	879782175258724663296.000000	561713545548209520640.000000	359255730308976082944.000000	230044046936808194048.000000	147556889273045467136.000000	94829424225981431808.000000	61153476180184981504.000000	39553913562910023680.000000	25710341329991766016.000000	16793758368954552320.000000	11041788282233376768.000000	7275173153007952896.000000	4822258392744928256.000000	3186602211397165568.000000	2110997219554963712.000000	1409200484899465216.000000	948948066192709888.000000	642188741463809024.000000	442596690632617216.000000	308197812240087104.000000	219911040016780544.000000	159885680638884640.000000	120141780841345392.000000	92324704586791792.000000	73236305104910704.000000	62221281845083888.000000	53596939207579680.000000	45447417803580080.000000	38277232472580664.000000	31854186319222332.000000	26210309711215384.000000	20983299468002444.000000	16814257186339932.000000	13303710776795118.000000	9309868940127148.000000	5526545153906627.000000	2957333188992768.500000	8172342902388457209856.000000	
0.000125	70093598508618310746112.000000	39444356892821110652928.000000	23296371531751006142464.000000	14228760195385763299328.000000	8896098340698534707200.000000	5647050348101871075328.000000	3591517245622551314432.000000	2290439340083784450048.000000	1464960720493447217152.000000	939966669922790801408.000000	604206516528472653824.000000	388992415640316149760.000000	250685717927681163264.000000	161782303944276803584.000000	104572522880608583680.000000	67793245982057881600.000000	44055997554509479936.000000	28750189257702555648.000000	18837718177486581760.000000	12409857549155276800.000000	8182368371836420096.000000	5419351683285386240.000000	3573798235704294912.000000	2359221854218720768.000000	1567788031884483840.000000	1049810466051360640.000000	706067716424554112.000000	483365838306278144.000000	334353989840615168.000000	237014672007018784.000000	171275703074704576.000000	127981214510742912.000000	97855130626353296.000000	77270647818838048.000000	65379285983143392.000000	56093707758120536.000000	47379252454132448.000000	39742530233666608.000000	32940031368590324.000000	26983907508483276.000000	21506063868262044.000000	17152576840677600.000000	13505171145806918.000000	9390998602660936.000000	5520194705895362.000000	2920531732799122.000000	8609049607008810958848.000000	
0.000130	69061679029768058568704.000000	39460377248832514162688.000000	23570618044384859389952.000000	14525742264432969383936.000000	9150183759297377206272.000000	5847386611766896099328.000000	3744995353416173092864.000000	2404872897419735465984.000000	1548540315159551803392.000000	1000105473221961056256.000000	646976203100183461888.000000	419130384699222327296.000000	271745489795478192128.000000	176388339028196950016.000000	114636645128163377152.000000	74690323481472024576.000000	48756666140295225344.000000	31938745755744321536.000000	20990184519468060672.000000	13855164924094812160.000000	9143055011909186560.000000	6052508195256446976.000000	3984515581371140608.000000	2622321919968873984.000000	1735567875176136960.000000	1156205748716787200.000000	773183060652702720.000000	525987836923014336.000000	361540263164282176.000000	254676083465037568.000000	182954804348921376.000000	135960736177521760.000000	103442500175478112.000000	81315874882370640.000000	68521322441135064.000000	58557565127979216.000000	49269071336167120.000000	41162249356564160.000000	33980806984711796.000000	27715747405702656.000000	21992748673639020.000000	17460266525207002.000000	13682077384838482.000000	9454949708725886.000000	5504666378120376.000000	2880593191967086.500000	9053244332107571920896.000000	
0.000135	68095077352102017630208.000000	39461108666738229116928.000000	23822092063016497446912.000000	14805449824644381016064.000000	9393053694996913324032.000000	6040952082855144456192.000000	3894537315360398901248.000000	2517252937106363252736.000000	1631241569141320843264.000000	1060041439796018675712.000000	689894589676017418240.000000	449571130557250535424.000000	293150506694774652928.000000	191322812883477921792.000000	124985390497860468736.000000	81819857666556739584.000000	53639257539575095296.000000	35264998163811078144.000000	23243958080457867264.000000	15373041497751951360.000000	10154236164104904704.000000	6719810081913457664.000000	4417536698642350080.000000	2899526242837173760.000000	1912048041726784256.000000	1267819628034180352.000000	843334167097562624.000000	570333882223891200.000000	389673960297551040.000000	272841727145753920.000000	194888117121902080.000000	144057256271560768.000000	109071445958145712.000000	85361678584309792.000000	71640312836407368.000000	60983920491011256.000000	51114293739152328.000000	42535393779486776.000000	34976699296104328.000000	28406878857647644.000000	22444913990331112.000000	17739204745430984.000000	13836388710237130.000000	9503532511681650.000000	5481337558019667.000000	2838284329085433.000000	9505041558849577811968.000000	
