0.000000	152882777893587373785088.000000	77202523315295191040.000000	43745669561818392.000000	27784545157793.664063	19751529032.557941	15700147.340640	13961.244292	13.854882	0.015374	0.000019	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000005	144850700040763940536320.000000	6366974614186516021248.000000	1665630259904190873600.000000	607013124370106810368.000000	255645896855863394304.000000	115180304337511055360.000000	15939905558257000448.000000	5639580031941391360.000000	2180557147030233856.000000	843479442564553088.000000	302175409287168192.000000	85153025525125584.000000	41551146268250488.000000	23710594667282672.000000	14629415056757822.000000	10511125057967952.000000	7697637465009093.000000	6255768471245124.000000	4832977500287677.000000	4037007338523839.500000	3379855034187942.500000	2998667291549082.500000	2483257555643310.000000	2168888358963644.750000	1784120560702891.250000	1543636928907655.500000	1267522476648876.500000	1083193897341827.375000	891004971050674.375000	752290858984978.000000	622440652686844.500000	522466602670284.750000	436696041509440.375000	367241709967010.187500	313296288891397.500000	269456437680748.281250	227455914382015.218750	197235695783789.031250	164772492559895.562500	143182279347552.406250	117459545055207.718750	95195793899219.984375	79504835891794.140625	47970088053471.328125	19646699811477.621094	8047584924162.114258	256060215786418274304.000000	
0.000010	137595367927847747321856.000000	11694085713782628155392.000000	3332685750241656832000.000000	1269268454965450899456.000000	552017728220575236096.000000	254465535671723196416.000000	60061592015645270016.000000	22963204882534604800.000000	9427628343287515136.000000	3905483277603302400.000000	1553842047781855232.000000	556512568704720128.000000	259050979848601024.000000	134951001034373792.000000	76179611076329648.000000	49558490897131696.000000	34300745732457840.000000	26644660491228644.000000	20364241804703940.000000	16734475644903522.000000	13886429411917098.000000	12098921769570014.000000	9987941167117948.000000	8583063447129536.000000	7040717819410420.000000	6000722490281452.000000	4902349554046294.000000	4132594712703546.000000	3378153960392263.000000	2821988166991152.500000	2322557591555462.500000	1940674756728155.000000	1619646278382072.250000	1364367238206560.750000	1179205025296748.000000	1026911492415361.000000	877642230791611.250000	764180502229051.875000	645289709577221.375000	560081670456975.000000	463010150983068.562500	379335011781480.437500	317146810552195.250000	202346616367823.781250	97224222556494.500000	48773871610697.781250	518767114032218701824.000000	
0.000015	131029436892484149968896.000000	16204683382581540945920.000000	4968998738642257051648.000000	1970119316011411832832.000000	882380924758817636352.000000	416402762200264671232.000000	127962772338627526656.000000	52146419095741333504.000000	22514974823164338176.000000	9846514705909979136.000000	4215026005445782016.000000	1712176316104402688.000000	803710278689949440.000000	408628198325832128.000000	221807212848919200.000000	135174691090776464.000000	88778681577815376.000000	65496640204404432.000000	48967193179905416.000000	39350133766065472.000000	32207646132876128.000000	27552790683886832.000000	22611300270301364.000000	19147219598183288.000000	15634725956379652.000000	13150647078444002.000000	10680486653513470.000000	8897930774390256.000000	7227381288869260.000000	5982478685930512.000000	4898695385862256.000000	4076277783497324.500000	3396421427949584.500000	2864317697293081.500000	2498965043911665.500000	2197133262315839.000000	1896122695510820.500000	1657673949174039.250000	1412043880890962.000000	1226248480687084.000000	1020632367049475.500000	843898322606277.125000	707186052157626.125000	471133229563649.625000	251651958554170.531250	140716548694366.437500	788302617157640126464.000000	
0.000020	125076579029374828806144.000000	20022435037495259299840.000000	6551716789275609530368.000000	2695351483755499356160.000000	1240352418974552031232.000000	598939818494481399808.000000	216091662079726419968.000000	92939155374851145728.000000	41897064801152983040.000000	19157909316842651648.000000	8666748311629737984.000000	3814362325558081024.000000	1831163761283665152.000000	931936800239062528.000000	499351667919054720.000000	292994027605601216.000000	184778094307462176.000000	129871724739137040.000000	94420995583608528.000000	73873120678411104.000000	59377001913985624.000000	49815858664842424.000000	40531501484670256.000000	33839772136333548.000000	27465184791844960.000000	22824948081000848.000000	18419196009274972.000000	15184956418080958.000000	12256167490734638.000000	10063276991644862.000000	8199859467274609.000000	6796521004631925.000000	5652747223450812.000000	4769745308822879.000000	4189596612592257.000000	3710431771959367.500000	3226445357109276.500000	2830776681137329.000000	2428272665218220.500000	2111373037747322.250000	1767524152594813.750000	1472632776557780.750000	1237424353330128.750000	852443776621272.000000	489915462561971.125000	292383402852068.125000	1064735660743569440768.000000	
0.000025	119669559965115068973056.000000	23252174364493779828736.000000	8065410547112362377216.000000	3433098373343930744832.000000	1620057633719754424320.000000	799725824957784129536.000000	321504149134153416704.000000	144811648047152463872.000000	67776156336045858816.000000	32181088511389589504.000000	15212069079836014592.000000	7087899445443813376.000000	3491098681856726528.000000	1796837944061907200.000000	963234494948196096.000000	554313854966587072.000000	339967443735053184.000000	229493141358329216.000000	162079122791777600.000000	123202248609744352.000000	96924077744282720.000000	79633217959721696.000000	64075129364276760.000000	52739155958870504.000000	42489225568834336.000000	34909597245759008.000000	27979472061204252.000000	22845889720601204.000000	18324160608218324.000000	14935333614126512.000000	12111844438492526.000000	10000910741383210.000000	8301223632485890.000000	7004454405491989.000000	6182034292973865.000000	5504738510709875.000000	4814489939892156.000000	4236332238598821.500000	3653977160685324.000000	3181311087017013.000000	2675689678684213.000000	2242941780210880.000000	1889488762705628.250000	1335600443308244.250000	808193702996398.250000	502122744274213.562500	1348228758825845915648.000000	
0.000030	114749345246029444808704.000000	25982695178822110674944.000000	9500264813031497662464.000000	4173540374307364929536.000000	2016133625573844975616.000000	1016264177247700516864.000000	441690178703013838848.000000	207053172404865662976.000000	100156581046411476992.000000	49126683526133522432.000000	24079633016783020032.000000	11719420508326850560.000000	5920416888397147136.000000	3094289912577581056.000000	1670855421946454528.000000	954119191212080256.000000	575136338056972864.000000	376414312461615424.000000	258833946971688352.000000	191206042349649568.000000	146958546447557792.000000	118101255986960016.000000	93768771106215840.000000	76049856540117472.000000	60741396157226712.000000	49349557037202520.000000	39267200133633624.000000	31773174479655388.000000	25325695794403296.000000	20501002016181128.000000	16547604840854814.000000	13612283228343696.000000	11273844700841222.000000	9507792711884254.000000	8418855395662607.000000	7525823383106075.000000	6610400163640373.000000	5829069611880346.000000	5048588802588444.000000	4400041460821250.000000	3713779041979173.500000	3127681546502874.500000	2640032861589980.000000	1902943626679079.500000	1194008990992845.500000	759860539072000.125000	1638918895016090271744.000000	
0.000035	110264193362612637925376.000000	28289191713887112658944.000000	10850678986250569908224.000000	4908631518764567887872.000000	2423721183089661575168.000000	1246016408327744126976.000000	574452643012669472768.000000	278839212578392866816.000000	138888648126910922752.000000	70092805205394079744.000000	35428778572905943040.000000	17857397746127329280.000000	9238907693153744896.000000	4909948324886221824.000000	2679555862642495488.000000	1529215578093333760.000000	913190746976743424.000000	584529677463063296.000000	392938591102303680.000000	282686569608328000.000000	212194005993629920.000000	166700773234243296.000000	130373362483243360.000000	104124081948301824.000000	82349481406617216.000000	66154834307039208.000000	52235113224924720.000000	41896527754211488.000000	33185211688665600.000000	26687979276705988.000000	21441275022124856.000000	17571298389633452.000000	14517395517538962.000000	12231206855996866.000000	10852507596362346.000000	9727018134480960.000000	8569506873069000.000000	7566988884063095.000000	6572914575332220.000000	5731532856138429.000000	4849076388640430.000000	4097244887224796.000000	3462591009528871.500000	2532176791593453.500000	1629046363675594.250000	1049996379658948.875000	1936837173356019843072.000000	
0.000040	106168246956241927012352.000000	30235487524107478630400.000000	12114373404680779726848.000000	5632006255577677168640.000000	2838559720543849807872.000000	1486551211363208790016.000000	717854443790201389056.000000	359290641350786613248.000000	183710349835875581952.000000	95085033264260874240.000000	49356980355882811392.000000	25613644795916374016.000000	13547012278386786304.000000	7321199917092008960.000000	4044202475429143040.000000	2316567961163510272.000000	1378140472600922112.000000	869001923122578176.000000	573728461488635648.000000	403262334640004352.000000	295913806823991040.000000	227294986663574752.000000	174895687955172672.000000	137472027151819232.000000	107542965977888000.000000	85403894183593888.000000	66883374986325472.000000	53180606040264608.000000	41853690532918576.000000	33444947090102688.000000	26743852630063332.000000	21832473817659388.000000	17990094934234650.000000	15135641957766318.000000	13443645886993904.000000	12068516368932356.000000	10652504695505488.000000	9412077882450772.000000	8190403024413006.000000	7141251836650334.000000	6049307391015411.000000	5121591051201774.000000	4329635156961468.500000	3198874308772679.000000	2092162969617801.000000	1354639066844455.250000	2242161417627822718976.000000	
0.000045	102421325169225667444736.000000	31875644774744747671552.000000	13291343545354483138560.000000	6338607135012265394176.000000	3256864447689244278784.000000	1735527048579204775936.000000	870143153260420923392.000000	447497486324418740224.000000	234272458406318669824.000000	124030303652315693056.000000	65905633900289761280.000000	35064657516309127168.000000	18924510884047720448.000000	10395007429205104640.000000	5815231792303640576.000000	3351837742537796608.000000	1994124901040124672.000000	1245656848716780544.000000	811282505271968000.000000	559193823882567680.000000	401891376544364224.000000	302096817393066048.000000	228579078392846464.000000	176760205691441696.000000	136654025040929232.000000	107243545712669056.000000	83258418656788784.000000	65622541690260416.000000	51305618812717000.000000	40738252238313904.000000	32420024584437048.000000	26361332443983512.000000	21659199276467800.000000	18189665538530996.000000	16159792758437822.000000	14516640195131646.000000	12825343402830592.000000	11330696668391806.000000	9868021267607668.000000	8597392311449423.000000	7284229339083136.000000	6172103511953428.000000	5214581365865608.000000	3878874433490888.500000	2562183729772325.000000	1656511096398445.000000	2554909373789679648768.000000	
